Timestamp,X_angle,y_angle,z_angle,Camera 1 Pitch,Camera 2 Pitch,Camera 3 Pitch,Camera 4 Pitch,Camera 1 Yaw,Camera 2 Yaw,Camera 3 Yaw,Camera 4 Yaw,gyro_x,gyro_y,gyro_z,temperature,pressure
2025-01-16 14:47:18,0,0,0,0,0,0,0,0,-0.46336410893739366,1.321293341094289,0.22991797791182686,5242.88,2048.0
2025-01-16 14:47:19,0,0,0,0,0,0,0,0,-0.44998272109578363,1.3533314715996827,0.3153101035292838,5242.88,2048.0
2025-01-16 14:47:19,0,0,0,0,0,0,0,0,-0.4396232400413758,1.352729440354196,0.3118001477772969,5242.88,2048.0
2025-01-16 14:47:19,0,0,0,0,0,0,0,0,-0.44889359168424664,1.349044266784451,0.3221457766940592,5242.88,2048.0
2025-01-16 14:47:19,0,0,0,0,0,0,0,0,-0.45609419502375503,1.332790579304427,0.28751380510912766,5242.88,2048.0
2025-01-16 14:47:19,0,0,0,0,0,0,0,0,-0.4607050857107221,1.314337568010069,0.29876702397834426,5242.88,2048.0
2025-01-16 14:47:19,0,0,0,0,0,0,0,0,-0.4734323892520659,1.3102082130927029,0.6484286325760488,5242.88,2048.0
2025-01-16 14:47:19,0,0,0,0,0,0,0,0,-0.4770476355079552,1.3107982011969623,0.6370180115808985,5242.88,2048.0
2025-01-16 14:47:20,0,0,0,0,0,0,0,0,-0.4363729838742632,1.3030739284107562,0.6801929251110299,5242.88,2048.0
2025-01-16 14:47:20,0,0,0,0,0,0,0,0,-0.47244677398041796,1.3157829608625895,0.6465213702835219,5242.88,2048.0
2025-01-16 14:47:20,0,0,0,0,0,0,0,0,-0.4370712947845539,1.311494655863915,0.6196860565666044,5242.88,2048.0
2025-01-16 14:47:20,38.5027771619531,127.32974491615735,81.90081641612065,0,4.304163963494648,0,0,0,128.6490522346769,0,0,-0.48054583054463273,1.3019566468609962,0.6564851041968562,5242.88,2048.0
2025-01-16 14:47:20,38.5027771619531,127.32974491615735,81.90081641612065,0,4.304163963494648,0,0,0,128.6490522346769,0,0,-0.4976009462808007,1.2946340699960108,0.6629867049937961,5242.88,2048.0
2025-01-16 14:47:20,38.81067929148694,127.80712626004897,82.49960854407816,0,4.696172505322789,0,0,0,128.14333011440982,0,0,-0.49033819584446936,1.2856980388218968,0.6521993844927744,5242.88,2048.0
2025-01-16 14:47:21,38.81067929148694,127.80712626004897,82.49960854407816,0,4.696172505322789,0,0,0,128.14333011440982,0,0,-0.47555655304713046,1.2948085067836228,0.654528834801596,5242.88,2048.0
2025-01-16 14:47:21,134.4598550763767,44.6263003623029,86.9105611122015,0,-13.205434461919767,0,0,0,168.16423321389038,0,0,-0.4741704982291738,1.280539567452335,0.6482297106735601,5242.88,2048.0
2025-01-16 14:47:21,134.49702186394794,44.65691687701685,86.9719921258308,0,-13.465975851157225,0,0,0,168.80361141413152,0,0,-0.45883206061735377,1.2950553990866234,0.677223407512405,5242.88,2048.0
2025-01-16 14:47:21,134.85839123551,44.97711383131653,87.39098212423806,0,-15.540109753934459,0,0,0,177.44380334515483,0,0,-0.472629403922403,1.256609967792291,0.7008380912460467,5242.88,2048.0
2025-01-16 14:47:21,135.0977557627489,45.19041221597144,87.69530514153334,0,-17.5252094357575,0,0,0,185.05798158777117,0,0,-0.49006216158394594,1.2626600009248294,0.727785777972857,5242.88,2048.0
2025-01-16 14:47:21,135.10875159397386,45.199482278914715,87.71939609333486,0,-17.707413564392738,0,0,0,185.46482340481313,0,0,-0.487204489380358,1.260597624287334,0.7788868879907938,5242.88,2048.0
2025-01-16 14:47:22,135.09530001193787,45.1879949989137,87.69482520834678,0,-17.522306808108418,0,0,0,184.97185507774347,0,0,-0.48565826008338997,1.2267324415599858,0.7939488180175106,5242.88,2048.0
2025-01-16 14:47:22,135.10885239227053,45.20124715110835,87.69856612899059,0,-17.546686924042714,0,0,0,185.44834522555558,0,0,-0.4813536837628875,1.2342792468398411,0.7938246475467269,5242.88,2048.0
2025-01-16 14:47:22,135.09618531885428,45.18848495288001,87.69974913739428,0,-17.559643782719206,0,0,0,185.0064861310617,0,0,-0.5179468871255054,1.2434275476804952,0.7724880386308883,5242.88,2048.0
2025-01-16 14:47:22,135.0552181897245,45.14550281851674,87.72500249319836,0,-17.767860448735536,0,0,0,183.57364706858027,0,0,-0.5135094143234235,1.2298733438972123,0.7709377676840071,5242.88,2048.0
2025-01-16 14:47:22,135.04795178005932,45.140192059116046,87.70048126583161,0,-17.580128173337343,0,0,0,183.31467919419214,0,0,-0.8360227292912707,1.2388722275777448,0.8028024392637613,5242.88,2048.0
2025-01-16 14:47:23,135.0600079166668,45.151443823584316,87.71053656121879,0,-17.65381361374709,0,0,0,183.74049584280135,0,0,-0.8528611521684588,1.2473306589454003,0.8013774485078502,5242.88,2048.0
2025-01-16 14:47:23,135.04857833793585,45.14105531553877,87.69753126322729,0,-17.5573501731757,0,0,0,183.3366055929004,0,0,-0.8486497919068184,1.2722613717763294,0.7972065820948794,5242.88,2048.0
2025-01-16 14:47:23,135.04778729580866,45.140183377656314,87.69853897595165,0,-17.565302283969764,0,0,0,183.3088525705356,0,0,-0.8556561068906233,1.2514003560561073,0.7583129196130618,5242.88,2048.0
2025-01-16 14:47:23,135.04806018596545,45.1404311485911,87.69885204252198,0,-17.567614379986736,0,0,0,183.31844675524002,0,0,-0.8758002210573492,1.2490074605067987,0.7331484167448463,5242.88,2048.0
2025-01-16 14:47:23,128.8483124384088,39.33876758398933,84.74807704476528,-2.2122617025693754,-17.514294809091464,0,0,0.26602608376102704,183.25266548992525,0,0,-0.8897556037029345,1.2595587467783087,0.6991215778853174,5242.88,2048.0
2025-01-16 14:47:24,135.04419581818073,45.135047674480155,87.71786198348532,0,-17.71554465878711,0,0,0,183.18215242642307,0,0,-0.9143674826440119,1.2478171736593269,0.6879856662167875,5242.88,2048.0
2025-01-16 14:47:24,128.87675981850649,39.36439185962477,84.76273906075193,-2.2594205069660265,-17.605301329162018,0,0,0.20525524098520984,184.40790370645647,0,0,-0.9025552961480637,1.23977266733881,0.72567701499881,5242.88,2048.0
2025-01-16 14:47:24,128.91961052936864,39.40210086103803,84.78973795479715,-2.2122617025693754,-17.639252805040925,0,0,0.26602608376102704,184.54780348139,0,0,-0.8481486798788868,1.2675935478064648,0.7496418340697572,5242.88,2048.0
2025-01-16 14:47:24,128.89710192622917,39.38611041654496,84.75493098101265,-2.2024737602440227,-17.5259661267718,0,0,0.33302323764906455,184.1274926846394,0,0,-0.8920444844515383,1.277098429184813,0.7539168270853668,5242.88,2048.0
2025-01-16 14:47:24,128.91230665417245,39.39652480822888,84.78051322721421,-2.2122617025693754,-17.61165170150833,0,0,0.26602608376102704,184.44032816496184,0,0,-0.9029691146530383,1.2476749702264127,0.7394829770080944,5242.88,2048.0
2025-01-16 14:47:24,128.94291582237057,39.420269314741326,84.8172353239596,-2.2122617025693754,-17.72215030053708,0,0,0.26602608376102704,184.91338611293324,0,0,-0.8611338751552786,1.2422296016634666,0.7640257004745162,5242.88,2048.0
2025-01-16 14:47:25,128.98817456246246,39.46492357185196,84.81969081726011,-2.1118499221824996,-17.630388684766217,0,0,0.5222324050578516,184.5214540260498,0,0,-0.8997895510870201,1.256374472261364,0.7937642826924826,5242.88,2048.0
2025-01-16 14:47:25,128.88172903006853,39.370807423368916,84.75484749048779,-2.2376729193689275,-17.560491187306194,0,0,0.307591914662561,184.2692406883658,0,0,-0.8935687355594901,1.2812426353046698,0.7604104440994874,5242.88,2048.0
2025-01-16 14:47:25,128.86618783142572,39.35667210394515,84.74757724453772,-2.2594205069660265,-17.560491187306194,0,0,0.20525524098520984,184.2692406883658,0,0,-0.881207401770684,1.2910921217102822,0.8242113676325995,5242.88,2048.0
2025-01-16 14:47:25,128.8339395927906,39.326845748418755,84.73518739756291,-2.3084572167358797,-17.57243996084745,0,0,0.17593326337321416,184.30816096151318,0,0,-0.9151815813370457,1.2635771939408467,0.8418963535869425,5242.88,2048.0
2025-01-16 14:47:25,128.94952233361656,39.43479310414903,84.77411559875159,-2.12378514315102,-17.505266560983866,0,0,0.44060018225154274,184.09575181810163,0,0,-0.9224961481749682,1.2657805573121057,0.8372647938473564,5242.88,2048.0
2025-01-16 14:47:26,128.88607899738628,39.368634738618844,84.7900170838986,-2.294613464872285,-17.721494829551652,0,0,0.24108644801090878,184.94468985049767,0,0,-0.9055631845780128,1.2604052550191869,0.817332015656336,5242.88,2048.0
2025-01-16 14:47:26,128.83878677150713,39.330647369322755,84.74070645238696,-2.3084572167358797,-17.588672917015998,0,0,0.17593326337321416,184.38030052136324,0,0,-0.9455980813412393,1.2889773007385372,0.797082525755616,5242.88,2048.0
2025-01-16 14:47:26,128.95118601888953,39.437413209833025,84.76891376417218,-2.1118499221824996,-17.4780074037948,0,0,0.5222324050578516,184.0025529734506,0,0,-0.9351867946595765,1.3057494156596992,0.7969509224127298,5242.88,2048.0
2025-01-16 14:47:26,128.8286129591593,39.324534559105345,84.71913652302854,-2.294613464872285,-17.51182396353665,0,0,0.24108644801090878,184.10558812149628,0,0,-0.9496861361729411,1.280391896098601,0.8343585703937183,5242.88,2048.0
2025-01-16 14:47:26,133.07690960371377,43.60201351707338,84.51116224303132,-2.1400120564592755,-17.44156222087766,0,-1.9935077249230404,0.5449368210693611,183.9391735398531,0,343.1367474612908,-0.990666635673478,1.285682161473112,0.8555653690563845,5242.88,2048.0
2025-01-16 14:47:27,132.74033262199347,43.34388964234882,84.11600130871498,-2.2061381135589273,-16.428130925423524,0,-1.8990636086656705,0.4156614505847148,183.79859491170663,0,342.4928369515397,-1.0074471243647354,1.2879493782356253,0.844630289569159,5242.88,2048.0
2025-01-16 14:47:27,132.95072026782088,43.560903875335725,84.0822421020073,-2.2259340229732527,-16.417120692803596,0,-2.060584877814423,0.32254192271090604,183.83610733799122,0,343.5543228582358,-1.370793282457904,1.243050444198904,1.315038294227982,5242.88,2048.0
2025-01-16 14:47:27,133.2541327781916,43.86732960976451,84.06583418432956,-2.1994097032657325,-16.42349184641673,0,-2.240410606561054,0.4616865132039312,183.84196850952588,0,344.4304136493831,-1.4462225002551035,1.233958823134856,1.3198224926540902,5242.88,2048.0
2025-01-16 14:47:27,133.149317834003,43.77105723275909,84.02504192632419,-2.3084572167358797,-16.41891028438135,0,-2.2860024256187357,0.17593326337321416,183.81452562773637,0,344.62374875117376,-1.4640825056847864,1.2121148939350836,1.3016467800577212,5242.88,2048.0
2025-01-16 14:47:28,132.92488489238158,43.54186776234838,84.04938905685289,-2.294613464872285,-16.405068321671504,0,-2.1144947887791092,0.24108644801090878,183.79565668396012,0,344.017663321863,-1.4624514448005874,1.1909547915713221,1.2782148428909685,5242.88,2048.0
2025-01-16 14:47:28,132.95570760161047,43.57477569542188,84.03910230682293,-2.3084572167358797,-16.405899300452127,0,-2.155802974348111,0.17593326337321416,183.80106235638127,0,343.9256186161469,-1.4906539035389583,1.1543125080516061,1.2795741775017693,5242.88,2048.0
2025-01-16 14:47:28,132.88638791017024,43.50552280310972,84.03922696949705,-2.3084572167358797,-16.39011333422536,0,-2.1103136171082175,0.17593326337321416,183.27382526692202,0,344.11849991696863,-1.493636816112154,1.1852046930516686,1.3460709147052945,5242.88,2048.0
2025-01-16 14:47:28,132.96392982532015,43.57654489569223,84.07033057394055,-2.2061381135589273,-16.376464763666963,0,-2.060584877814423,0.4156614505847148,183.25606281463612,0,343.5543228582358,-1.4965284340982363,1.159779988099574,1.3613134329191636,5242.88,2048.0
2025-01-16 14:47:28,133.02301083495976,43.641924836528254,84.03942960378656,-2.294613464872285,-16.405899300452127,0,-2.1825478699815277,0.24108644801090878,183.80106235638127,0,344.2981770263801,-1.0931233831944502,1.185583613756022,1.331640001926717,5242.88,2048.0
2025-01-16 14:47:29,133.02069464963017,43.63978634397756,84.03858450844716,-2.294613464872285,-16.40492085307128,0,-2.18403456840479,0.24108644801090878,183.79233868609077,0,344.1492407418002,-1.0991001092750756,1.1832268119768061,1.3130166466909547,5242.88,2048.0
2025-01-16 14:47:29,132.8331931555675,43.44911092754505,84.05515439365082,-2.3084572167358797,-16.412266509162556,0,-2.0684143537321384,0.17593326337321416,183.80689311807402,0,343.6546226077106,-1.0376298603028893,1.2302712851080002,1.3143770048272556,5242.88,2048.0
2025-01-16 14:47:29,133.03028520909803,43.65010754118516,84.03499464483752,-2.3084572167358797,-16.412266509162556,0,-2.2026116456361584,0.17593326337321416,183.80689311807402,0,344.3556431232735,-1.056354933731444,1.219032798941781,1.3365958189782334,5242.88,2048.0
2025-01-16 14:47:29,133.0313535581368,43.64440996627292,84.06777088903412,-2.2259340229732527,-16.401308923648358,0,-2.1144947887791092,0.32254192271090604,183.76887053196754,0,344.017663321863,-1.045813130822816,1.274510517338732,1.3290596143708013,5242.88,2048.0
2025-01-16 14:47:29,132.8418251959629,43.45641412448027,84.06153996711171,-2.294613464872285,-16.415310232335944,0,-2.060584877814423,0.24108644801090878,183.7911012894862,0,343.5543228582358,-1.0808415146456576,1.2368405963446065,1.3401220518578139,5242.88,2048.0
2025-01-16 14:47:30,132.95472675599768,43.57442962825564,84.03604024755413,-2.3084572167358797,-16.398700653998983,0,-2.155802974348111,0.17593326337321416,183.7898257704295,0,343.9256186161469,-1.0822350392814968,1.240751966629291,1.358982140963318,5242.88,2048.0
2025-01-16 14:47:30,132.85728772570144,43.47246129806074,84.05860040081012,-2.3084572167358797,-16.42444308402119,0,-2.0809821465830223,0.17593326337321416,183.85056057501166,0,343.84253749181,-1.10636460107703,1.212325137444096,1.3701874683831523,5242.88,2048.0
2025-01-16 14:47:30,132.98016001770043,43.58963993624274,84.08548528237151,-2.2061381135589273,-16.41129369746697,0,-2.060584877814423,0.4156614505847148,183.79820045512062,0,343.5543228582358,-1.1424658074269927,1.2342005334191357,1.4184282344898234,5242.88,2048.0
2025-01-16 14:47:30,133.03233677872507,43.64506149758491,84.06937666420892,-2.2259340229732527,-16.405068321671504,0,-2.1144947887791092,0.32254192271090604,183.79565668396012,0,344.017663321863,-1.165837007697318,1.2537864788069684,1.4716888125252217,5242.88,2048.0
2025-01-16 14:47:30,132.83237201308071,43.44884588089394,84.05246538143979,-2.3084572167358797,-16.405899300452127,0,-2.0684143537321384,0.17593326337321416,183.80106235638127,0,343.6546226077106,-1.155949353006976,1.2173863382557577,1.5329373401903963,5242.88,2048.0
2025-01-16 14:47:31,132.99310787006516,43.61011067078601,84.04886194189322,-2.3084572167358797,-16.43595025167961,0,-2.176613918086967,0.17593326337321416,183.81623148711944,0,344.16532168936635,-1.1744317988767132,1.1994984563616093,1.510700647503369,5242.88,2048.0
2025-01-16 14:47:31,132.9131784402447,43.52336413721096,84.08247169379224,-2.294613464872285,-16.482214641574704,0,-2.107047086984403,0.24108644801090878,183.71790636560786,0,343.72861632650245,-1.1607571608419802,1.1885014875972237,1.537494180894084,5242.88,2048.0
2025-01-16 14:47:31,132.90445629173277,43.516426138491944,84.07384686092662,-2.3084572167358797,-16.471283235013857,0,-2.1103136171082175,0.17593326337321416,183.68280069823888,0,344.11849991696863,-1.195295702082527,1.170300876056844,1.5989153253031183,5242.88,2048.0
2025-01-16 14:47:31,132.9111972337742,43.522046691329216,84.07925330177504,-2.294613464872285,-16.474641290206307,0,-2.107047086984403,0.24108644801090878,183.66635533376248,0,343.72861632650245,-1.1598930829172085,1.1740830762877408,1.6018400226476581,5242.88,2048.0
2025-01-16 14:47:31,132.824773821388,43.43473219516909,84.08416342002074,-2.3084572167358797,-16.479158168958207,0,-2.060584877814423,0.17593326337321416,183.70034930822726,0,343.5543228582358,-1.1135544884660031,1.1609599617237039,1.6370862775904576,5242.88,2048.0
2025-01-16 14:47:32,132.95784973226498,43.574973205809144,84.04849798899377,-2.3084572167358797,-16.428130925423524,0,-2.155802974348111,0.17593326337321416,183.79859491170663,0,343.9256186161469,-1.1117254450849166,1.1568282833717844,1.6663346409433715,5242.88,2048.0
2025-01-16 14:47:32,133.11830571771094,43.728270510231255,84.08229981635455,-2.2061381135589273,-16.43595025167961,0,-2.152215090591315,0.4156614505847148,183.81623148711944,0,344.092184953922,-1.1147528108203857,1.12054820357385,1.6275424917053676,5242.88,2048.0
2025-01-16 14:47:32,132.95090931352135,43.55729898531038,84.10074375849028,-2.2259340229732527,-16.46206447694233,0,-2.060584877814423,0.32254192271090604,183.65656248377263,0,343.5543228582358,-1.0794697777551723,1.0999003040335238,1.624352978768244,5242.88,2048.0
2025-01-16 14:47:32,132.95293598557282,43.560941689806384,84.09284269064598,-2.2259340229732527,-16.4425993692374,0,-2.060584877814423,0.32254192271090604,183.82389799597797,0,343.5543228582358,-1.0777482572948835,1.0176208484627494,1.63036292966086,5242.88,2048.0
2025-01-16 14:47:32,132.9853336121,43.58840703257766,84.11674933815989,-2.2061381135589273,-16.48691896310964,0,-2.060584877814423,0.4156614505847148,183.710173644698,0,343.5543228582358,-1.0758621227468421,1.0840902507941814,1.6083187321306232,5242.88,2048.0
2025-01-16 14:47:33,133.16421869322082,43.77187346879451,84.09330403636041,-2.2061381135589273,-16.473296033016045,0,-2.1825478699815277,0.4156614505847148,183.69821318116217,0,344.2981770263801,-1.1021900698247027,1.1097787157451504,1.5847826704360193,5242.88,2048.0
2025-01-16 14:47:33,132.88183921167817,43.490657634560655,84.0893369813949,-2.294613464872285,-16.488912314223036,0,-2.081299109004639,0.24108644801090878,183.72548209435934,0,343.7931274473948,-1.1368029177280055,1.1437429682352738,1.5878041758974137,5242.88,2048.0
2025-01-16 14:47:33,133.12615741692542,43.73327146226212,84.09615677740683,-2.2061381135589273,-16.46995906414754,0,-2.154683017863369,0.4156614505847148,183.67419454544134,0,344.28226824996096,-1.1426283711149676,1.178980955604345,1.6101901320828784,5242.88,2048.0
2025-01-16 14:47:33,133.02620289826473,43.642486687671365,84.05214238025656,-2.294613464872285,-16.43595025167961,0,-2.1825478699815277,0.24108644801090878,183.81623148711944,0,344.2981770263801,-1.1159504555564075,1.2150079199375659,1.6306697019183958,5242.88,2048.0
2025-01-16 14:47:33,132.98381035488455,43.58771490410205,84.11268939076001,-2.2061381135589273,-16.477149655854124,0,-2.060584877814423,0.4156614505847148,183.68496164124926,0,343.5543228582358,-1.100788316435505,1.1887438587923655,1.6245419203962128,5242.88,2048.0
2025-01-16 14:47:34,133.11867027144038,43.72879061525092,84.0815401156676,-2.2061381135589273,-16.43595025167961,0,-2.155802974348111,0.4156614505847148,183.81623148711944,0,343.9256186161469,-1.0793676712676958,1.200076168948423,1.6122690436676308,5242.88,2048.0
2025-01-16 14:47:34,132.8447665964931,43.45747273037984,84.07066206888382,-2.294613464872285,-16.43698052504208,0,-2.060584877814423,0.24108644801090878,183.81818357322493,0,343.5543228582358,-1.0593484981915613,1.2145259836611508,1.6533297103961966,5242.88,2048.0
2025-01-16 14:47:34,133.0353052648839,43.64816453292407,84.0687049382661,-2.294613464872285,-16.480214405183926,0,-2.193006306768617,0.24108644801090878,183.70256232367458,0,344.06570939128784,-1.071057885876158,1.2137384233219581,1.6814292689134198,5242.88,2048.0
2025-01-16 14:47:34,132.96234154701642,43.58270547856456,84.0327984354771,-2.294613464872285,-16.382868831299767,0,-2.155802974348111,0.24108644801090878,183.26229738929464,0,343.9256186161469,-1.1205237103236734,1.1872594700150463,1.7485637476244098,5242.88,2048.0
2025-01-16 14:47:34,132.982400840571,43.58994326293498,84.09491893320863,-2.2061381135589273,-16.433952261756968,0,-2.060584877814423,0.4156614505847148,183.80087100732055,0,343.5543228582358,-1.164202553552545,1.199866925923843,1.7585383211747434,5242.88,2048.0
2025-01-16 14:47:35,133.17270900962188,43.77984438800054,84.09579241653965,-2.2061381135589273,-16.48385161097396,0,-2.193006306768617,0.4156614505847148,183.69255572908813,0,344.06570939128784,-1.167127401919785,1.1617038778129973,1.7615098426542264,5242.88,2048.0
2025-01-16 14:47:35,133.17370271973365,43.79041560187961,84.04920837285171,-2.2061381135589273,-16.376464763666963,0,-2.2026116456361584,0.4156614505847148,183.25606281463612,0,344.3556431232735,-1.1907894921484994,1.1787948208182457,1.83885865271547,5242.88,2048.0
2025-01-16 14:47:35,132.82184676574275,43.43304787298687,84.07813434775207,-2.3084572167358797,-16.464870331059707,0,-2.060584877814423,0.17593326337321416,183.6411439060408,0,343.5543228582358,-1.2108852637633314,1.183357004263892,1.8479276084717957,5242.88,2048.0
2025-01-16 14:47:35,133.11525568442502,43.726045262792056,84.07830119219706,-2.2061381135589273,-16.42444308402119,0,-2.148046402772323,0.4156614505847148,183.85056057501166,0,344.19309630745556,-1.2851073610873827,1.188850832713432,1.9063648442275705,5242.88,2048.0
2025-01-16 14:47:36,132.98100129616302,43.59617440359078,84.05780464051126,-2.294613464872285,-16.440608266807484,0,-2.155802974348111,0.24108644801090878,183.80857306314522,0,343.9256186161469,-1.3472327301520632,1.1205769387819917,1.9230585103726623,5242.88,2048.0
2025-01-16 14:47:36,132.84084072742573,43.45631803198437,84.0572379125094,-2.294613464872285,-16.405068321671504,0,-2.060584877814423,0.24108644801090878,183.79565668396012,0,343.5543228582358,-1.344090626112398,1.1716657719174943,1.955531859197695,5242.88,2048.0
2025-01-16 14:47:36,133.0140201577152,43.627154612328404,84.06749688169337,-2.2259340229732527,-16.398700653998983,0,-2.107047086984403,0.32254192271090604,183.7898257704295,0,343.72861632650245,-1.685923373025813,1.1650448451878987,2.0050938074097435,5242.88,2048.0
2025-01-16 14:47:36,133.03717866228718,43.65822103399452,84.02906035169036,-2.294613464872285,-16.39011333422536,0,-2.2026116456361584,0.24108644801090878,183.27382526692202,0,344.3556431232735,-1.7037567191815768,1.1882672243991494,1.9794396082681611,5242.88,2048.0
2025-01-16 14:47:36,132.74782243001147,43.36111288552894,84.06849140929015,-2.3084572167358797,-16.42444308402119,0,-2.0121395994645783,0.17593326337321416,183.85056057501166,0,343.1703919120917,-1.716872684464221,1.1594209629160368,1.9866917917746683,5242.88,2048.0
2025-01-16 14:47:37,132.8874445993777,43.50635180046138,84.04032085472004,-2.294613464872285,-16.383709743745865,0,-2.107166881344469,0.24108644801090878,183.26759083537837,0,343.54021830385983,-1.7666925541681402,1.173769933904361,1.980494612118676,5242.88,2048.0
2025-01-16 14:47:37,133.0657174796363,43.68569103902856,84.03405147089173,-2.294613464872285,-16.405068321671504,0,-2.214592520740578,0.24108644801090878,183.79565668396012,0,344.3084487931885,-1.776861047016777,1.1596847977346652,1.983317551267062,5242.88,2048.0
2025-01-16 14:47:37,132.81730966063745,43.43586185756394,84.04250794094648,-2.3084572167358797,-16.383709743745865,0,-2.0684143537321384,0.17593326337321416,183.26759083537837,0,343.6546226077106,-1.763201425348551,1.1424155611299889,2.4280191159066415,5242.88,2048.0
2025-01-16 14:47:37,132.90789193592144,43.51951166698383,84.07552717733745,-2.3084572167358797,-16.477149655854124,0,-2.1144947887791092,0.17593326337321416,183.68496164124926,0,344.017663321863,-1.7750627900626132,1.1039865457556228,2.4293888927962097,5242.88,2048.0
2025-01-16 14:47:37,132.98288299362252,43.594480299213174,84.07516059656874,-2.294613464872285,-16.482214641574704,0,-2.155802974348111,0.24108644801090878,183.71790636560786,0,343.9256186161469,-1.82397448386857,1.196237929467896,2.458027976669434,5242.88,2048.0
2025-01-16 14:47:38,132.98539901186768,43.59699439590055,84.07515433835609,-2.294613464872285,-16.482214641574704,0,-2.156372931558176,0.24108644801090878,183.71790636560786,0,343.9913748057744,-1.7828682635940891,1.1939188838550654,2.4351558209193636,5242.88,2048.0
2025-01-16 14:47:38,133.1134164384506,43.73028915544783,84.04877401077233,-2.2259340229732527,-16.382868831299767,0,-2.18403456840479,0.32254192271090604,183.26229738929464,0,344.1492407418002,-1.8034615992771985,1.1812631811622034,2.411283575159909,5242.88,2048.0
2025-01-16 14:47:38,132.85889280336363,43.4690013455418,84.08320311951682,-2.3084572167358797,-16.48385161097396,0,-2.081299109004639,0.17593326337321416,183.69255572908813,0,343.7931274473948,-1.8017892773461022,1.2058552724168088,2.438025794611639,5242.88,2048.0
2025-01-16 14:47:38,133.034817431853,43.650816853268545,84.05346843985244,-2.294613464872285,-16.44363909641279,0,-2.193006306768617,0.24108644801090878,183.82590258745384,0,344.06570939128784,-1.8328960236702485,1.1827188849448742,2.4542793675233456,5242.88,2048.0
2025-01-16 14:47:38,132.98909960305005,43.60413393162889,84.05842746511809,-2.294613464872285,-16.440608266807484,0,-2.154683017863369,0.24108644801090878,183.80857306314522,0,344.28226824996096,-1.831217072901858,1.2089075188053964,2.4346566304177797,5242.88,2048.0
2025-01-16 14:47:39,132.9293330606655,43.54304645332731,84.06521468279041,-2.294613464872285,-16.4425993692374,0,-2.1144947887791092,0.24108644801090878,183.82389799597797,0,344.017663321863,-1.8581675894934033,1.1920953778273764,2.4616550448468693,5242.88,2048.0
2025-01-16 14:47:39,132.9740110203073,43.58731933337103,84.06689925603727,-2.3084572167358797,-16.473296033016045,0,-2.1610861800951415,0.17593326337321416,183.69821318116217,0,344.18949405978947,-1.7599851841963208,1.2614534409173146,2.4827384588918684,5242.88,2048.0
